Row ID,Order ID,Order Date,Product ID,Sales,Customer ID,Customer Name,Region,Category
481,CA-2016-100790,06/26/16,OFF-ST-10000689,704.25,JG-15805,John Grady,East,Office Supplies
482,CA-2014-134677,10/06/14,TEC-AC-10001445,9.09,XP-21865,Xylona Preis,West,Technology
483,CA-2014-127691,07/22/14,OFF-AR-10002053,5.96,EM-14065,Erin Mull,East,Office Supplies
484,CA-2014-127691,07/22/14,TEC-AC-10002567,159.98,EM-14065,Erin Mull,East,Technology
485,CA-2017-140963,06/10/17,OFF-LA-10003923,29.6,MT-18070,Michelle Tran,West,Office Supplies
486,CA-2017-140963,06/10/17,FUR-BO-10001337,514.165,MT-18070,Michelle Tran,West,Furniture
487,CA-2017-140963,06/10/17,TEC-PH-10001924,279.96,MT-18070,Michelle Tran,West,Technology
488,CA-2014-154627,10/29/14,TEC-PH-10001363,2735.952,SA-20830,Sue Ann Reed,Central,Technology
489,CA-2014-133753,06/09/14,TEC-PH-10000376,7.992,CW-11905,Carl Weiss,Central,Technology
490,CA-2014-133753,06/09/14,TEC-AC-10000303,63.984,CW-11905,Carl Weiss,Central,Technology
491,CA-2014-133753,06/09/14,OFF-AR-10001953,70.368,CW-11905,Carl Weiss,Central,Office Supplies
492,CA-2014-113362,09/14/14,OFF-ST-10001809,449.15,AJ-10960,Astrea Jones,East,Office Supplies
493,CA-2014-113362,09/14/14,OFF-EN-10003845,11.07,AJ-10960,Astrea Jones,East,Office Supplies
494,CA-2016-169166,05/09/16,TEC-AC-10000991,93.98,SS-20590,Sonia Sunley,West,Technology
495,US-2016-120929,03/18/16,FUR-TA-10001857,189.882,RO-19780,Rose O'Brian,South,Furniture
496,CA-2015-134782,12/27/15,OFF-EN-10001434,105.42,MD-17350,Maribeth Dona,South,Office Supplies
497,CA-2016-126158,07/25/16,OFF-BI-10002498,119.616,SC-20095,Sanjit Chand,West,Office Supplies
498,CA-2016-126158,07/25/16,FUR-FU-10004864,255.76,SC-20095,Sanjit Chand,West,Furniture
499,CA-2016-126158,07/25/16,FUR-CH-10002602,241.568,SC-20095,Sanjit Chand,West,Furniture
500,CA-2016-126158,07/25/16,FUR-FU-10000073,69.3,SC-20095,Sanjit Chand,West,Furniture
501,US-2016-105578,05/30/16,OFF-BI-10001670,22.62,MY-17380,Maribeth Yedwab,West,Office Supplies
502,US-2016-105578,05/30/16,OFF-BI-10001658,14.952,MY-17380,Maribeth Yedwab,West,Office Supplies
503,US-2016-105578,05/30/16,FUR-CH-10001215,801.568,MY-17380,Maribeth Yedwab,West,Furniture
504,US-2016-105578,05/30/16,OFF-BI-10000831,2.376,MY-17380,Maribeth Yedwab,West,Office Supplies
505,US-2016-105578,05/30/16,OFF-PA-10000357,32.792,MY-17380,Maribeth Yedwab,West,Office Supplies
506,CA-2017-134978,11/12/17,OFF-BI-10003274,15.92,EB-13705,Ed Braxton,East,Office Supplies
507,CA-2015-145352,03/16/15,OFF-AR-10001662,2.74,CM-12385,Christopher Martinez,South,Office Supplies
508,CA-2015-145352,03/16/15,OFF-AR-10003856,8.34,CM-12385,Christopher Martinez,South,Office Supplies
509,CA-2015-145352,03/16/15,OFF-ST-10001228,46.74,CM-12385,Christopher Martinez,South,Office Supplies
510,CA-2015-145352,03/16/15,OFF-BI-10003527,6354.95,CM-12385,Christopher Martinez,South,Office Supplies
511,CA-2017-135307,11/26/17,FUR-FU-10001290,126.3,LS-17245,Lynn Smith,Central,Furniture
512,CA-2017-135307,11/26/17,TEC-AC-10002399,38.04,LS-17245,Lynn Smith,Central,Technology
513,CA-2016-106341,10/20/16,OFF-AR-10002053,7.152,LF-17185,Luke Foster,East,Office Supplies
514,CA-2017-163405,12/21/17,OFF-AR-10003811,6.63,BN-11515,Bradley Nguyen,West,Office Supplies
515,CA-2017-163405,12/21/17,OFF-AR-10001246,5.88,BN-11515,Bradley Nguyen,West,Office Supplies
516,CA-2017-127432,01/22/17,TEC-CO-10003236,2999.95,AD-10180,Alan Dominguez,West,Technology
517,CA-2017-127432,01/22/17,OFF-ST-10004507,51.45,AD-10180,Alan Dominguez,West,Office Supplies
518,CA-2017-127432,01/22/17,OFF-PA-10001667,11.96,AD-10180,Alan Dominguez,West,Office Supplies
519,CA-2017-127432,01/22/17,OFF-ST-10004459,1126.02,AD-10180,Alan Dominguez,West,Office Supplies
520,CA-2015-157812,03/22/15,TEC-AC-10000171,18.392,DB-13210,Dean Braden,Central,Technology
521,CA-2015-157812,03/22/15,OFF-ST-10000736,129.568,DB-13210,Dean Braden,Central,Office Supplies
522,CA-2015-157812,03/22/15,OFF-BI-10000285,14.112,DB-13210,Dean Braden,Central,Office Supplies
523,CA-2017-145142,01/23/17,FUR-TA-10001857,210.98,MC-17605,Matt Connell,Central,Furniture
524,US-2016-139486,05/21/16,TEC-PH-10003555,55.176,LH-17155,Logan Haushalter,West,Technology
525,US-2016-139486,05/21/16,TEC-AC-10003832,66.26,LH-17155,Logan Haushalter,West,Technology
526,CA-2015-158792,12/26/15,OFF-FA-10002815,22.2,BD-11605,Brian Dahlen,East,Office Supplies
527,CA-2017-113558,10/21/17,FUR-CH-10003379,683.952,PH-18790,Patricia Hirasaki,South,Furniture
528,CA-2017-113558,10/21/17,FUR-FU-10001756,45.696,PH-18790,Patricia Hirasaki,South,Furniture
529,US-2015-138303,09/03/15,OFF-ST-10004963,36.336,MG-18145,Mike Gockenbach,East,Office Supplies
530,US-2015-138303,09/03/15,OFF-SU-10002881,666.248,MG-18145,Mike Gockenbach,East,Office Supplies
531,US-2015-138303,09/03/15,OFF-EN-10001335,52.512,MG-18145,Mike Gockenbach,East,Office Supplies
532,CA-2015-102848,11/07/15,FUR-CH-10000595,190.72,KB-16240,Karen Bern,West,Furniture
533,US-2017-129441,09/07/17,FUR-FU-10000448,47.94,JC-15340,Jasper Cacioppo,West,Furniture
534,CA-2016-168753,05/29/16,TEC-PH-10000984,979.95,RL-19615,Rob Lucas,South,Technology
535,CA-2016-168753,05/29/16,OFF-BI-10002557,22.75,RL-19615,Rob Lucas,South,Office Supplies
536,CA-2016-126613,07/10/16,OFF-ST-10001325,16.768,AA-10375,Allen Armold,West,Office Supplies
537,US-2017-122637,09/03/17,OFF-BI-10002429,42.616,EP-13915,Emily Phan,Central,Office Supplies
538,CA-2015-147851,12/03/15,OFF-BI-10004528,10.752,MP-17470,Mark Packer,East,Office Supplies
539,CA-2015-134894,12/07/15,OFF-AP-10001271,152.94,DK-12985,Darren Koutras,South,Office Supplies
540,CA-2015-134894,12/07/15,FUR-CH-10002647,283.92,DK-12985,Darren Koutras,South,Furniture
541,CA-2014-140795,02/01/14,TEC-AC-10001432,468.9,BD-11500,Bradley Drucker,Central,Technology
542,CA-2016-136924,07/14/16,TEC-PH-10002262,380.864,ES-14080,Erin Smith,West,Technology
543,US-2015-120161,12/18/15,OFF-ST-10001809,646.776,LM-17065,Liz MacKendrick,East,Office Supplies
544,CA-2014-103849,05/11/14,TEC-AC-10001465,58.112,PG-18895,Paul Gonzalez,Central,Technology
545,CA-2014-103849,05/11/14,TEC-PH-10002597,100.792,PG-18895,Paul Gonzalez,Central,Technology
546,CA-2014-103849,05/11/14,FUR-FU-10000723,66.112,PG-18895,Paul Gonzalez,Central,Furniture
547,CA-2017-162929,11/19/17,OFF-BI-10000404,41.28,AS-10135,Adrian Shami,East,Office Supplies
548,CA-2017-162929,11/19/17,OFF-PA-10002986,13.36,AS-10135,Adrian Shami,East,Office Supplies
549,CA-2015-113173,11/15/15,OFF-ST-10000604,250.272,DK-13225,Dean Katz,Central,Office Supplies
550,CA-2015-113173,11/15/15,OFF-BI-10004738,11.364,DK-13225,Dean Katz,Central,Office Supplies
551,CA-2015-113173,11/15/15,OFF-SU-10001935,8.72,DK-13225,Dean Katz,Central,Office Supplies
552,CA-2016-136406,04/15/16,FUR-CH-10002024,1121.568,BD-11320,Bill Donatelli,West,Furniture
553,CA-2017-112774,09/11/17,FUR-FU-10003039,34.504,RC-19960,Ryan Crowe,South,Furniture
554,CA-2017-101945,11/24/17,OFF-FA-10004248,10.824,GT-14710,Greg Tran,Central,Office Supplies
555,CA-2017-100650,06/29/17,OFF-ST-10001780,1295.78,DK-13225,Dean Katz,West,Office Supplies
556,CA-2014-155852,03/03/14,OFF-AR-10003560,19.456,AJ-10945,Ashley Jarboe,South,Office Supplies
557,CA-2016-113243,06/10/16,OFF-LA-10001297,20.7,OT-18730,Olvera Toch,West,Office Supplies
558,CA-2016-113243,06/10/16,FUR-TA-10004256,1335.68,OT-18730,Olvera Toch,West,Furniture
559,CA-2016-113243,06/10/16,OFF-PA-10003441,32.4,OT-18730,Olvera Toch,West,Office Supplies
560,CA-2017-118731,11/20/17,FUR-FU-10003347,42.6,LP-17080,Liz Pelletier,West,Furniture
561,CA-2017-118731,11/20/17,OFF-BI-10000069,84.056,LP-17080,Liz Pelletier,West,Office Supplies
562,CA-2014-145576,09/14/14,OFF-AP-10003914,13,CA-12775,Cynthia Arntzen,South,Office Supplies
563,CA-2014-145576,09/14/14,FUR-FU-10004020,13.128,CA-12775,Cynthia Arntzen,South,Furniture
564,CA-2015-130736,12/07/15,OFF-FA-10003467,3.96,JF-15490,Jeremy Farry,West,Office Supplies
565,CA-2015-130736,12/07/15,OFF-LA-10000634,2.61,JF-15490,Jeremy Farry,West,Office Supplies
566,CA-2017-137099,12/07/17,TEC-PH-10002496,374.376,FP-14320,Frank Preis,West,Technology
567,CA-2017-156951,10/01/17,OFF-PA-10004530,91.84,EB-13840,Ellis Ballard,West,Office Supplies
568,CA-2017-156951,10/01/17,OFF-BI-10001107,81.088,EB-13840,Ellis Ballard,West,Office Supplies
569,CA-2017-156951,10/01/17,OFF-PA-10004451,19.44,EB-13840,Ellis Ballard,West,Office Supplies
570,CA-2017-156951,10/01/17,FUR-CH-10004997,451.152,EB-13840,Ellis Ballard,West,Furniture
571,CA-2017-164826,12/28/17,OFF-LA-10001297,72.45,JF-15415,Jennifer Ferguson,East,Office Supplies
572,CA-2017-164826,12/28/17,OFF-FA-10000585,13.96,JF-15415,Jennifer Ferguson,East,Office Supplies
573,CA-2017-164826,12/28/17,OFF-BI-10001922,33.264,JF-15415,Jennifer Ferguson,East,Office Supplies
574,CA-2017-164826,12/28/17,TEC-PH-10000347,14.85,JF-15415,Jennifer Ferguson,East,Technology
575,CA-2016-127250,11/03/16,OFF-AR-10003394,8.82,SF-20200,Sarah Foster,West,Office Supplies
576,CA-2015-149713,09/18/15,OFF-PA-10004530,160.72,TG-21640,Trudy Glocke,West,Office Supplies
577,CA-2015-149713,09/18/15,OFF-PA-10001450,19.92,TG-21640,Trudy Glocke,West,Office Supplies
578,CA-2015-149713,09/18/15,OFF-SU-10001574,7.3,TG-21640,Trudy Glocke,West,Office Supplies
579,CA-2017-118640,07/20/17,OFF-ST-10002974,69.712,CS-11950,Carlos Soltero,Central,Office Supplies
580,CA-2017-118640,07/20/17,FUR-FU-10001475,8.792,CS-11950,Carlos Soltero,Central,Furniture
581,CA-2015-132906,09/10/15,OFF-SU-10004498,51.52,CC-12145,Charles Crestani,West,Office Supplies
582,CA-2017-145233,12/01/17,TEC-PH-10004977,470.376,DV-13465,Dianna Vittorini,West,Technology
583,CA-2017-145233,12/01/17,TEC-PH-10000586,105.584,DV-13465,Dianna Vittorini,West,Technology
584,CA-2017-145233,12/01/17,OFF-AP-10000358,31.152,DV-13465,Dianna Vittorini,West,Office Supplies
585,CA-2017-145233,12/01/17,OFF-BI-10002764,6.783,DV-13465,Dianna Vittorini,West,Office Supplies
586,CA-2017-145233,12/01/17,TEC-PH-10001254,406.368,DV-13465,Dianna Vittorini,West,Technology
587,CA-2015-128139,07/03/15,FUR-CH-10003956,70.98,BD-11725,Bruce Degenhardt,South,Furniture
588,CA-2015-128139,07/03/15,OFF-LA-10003930,294.93,BD-11725,Bruce Degenhardt,South,Office Supplies
589,US-2016-156986,03/20/16,TEC-PH-10003800,84.784,ZC-21910,Zuschuss Carroll,West,Technology
590,US-2016-156986,03/20/16,OFF-PA-10002005,20.736,ZC-21910,Zuschuss Carroll,West,Office Supplies
591,US-2016-156986,03/20/16,OFF-BI-10002498,16.821,ZC-21910,Zuschuss Carroll,West,Office Supplies
592,US-2016-156986,03/20/16,OFF-PA-10004101,10.368,ZC-21910,Zuschuss Carroll,West,Office Supplies
593,CA-2014-135405,01/09/14,OFF-AR-10004078,9.344,MS-17830,Melanie Seite,Central,Office Supplies
594,CA-2014-135405,01/09/14,TEC-AC-10001266,31.2,MS-17830,Melanie Seite,Central,Technology
595,CA-2014-131450,08/08/14,OFF-AP-10004708,76.12,LR-16915,Lena Radford,West,Office Supplies
596,CA-2014-131450,08/08/14,TEC-CO-10004115,1199.976,LR-16915,Lena Radford,West,Technology
597,CA-2014-131450,08/08/14,TEC-PH-10002398,445.96,LR-16915,Lena Radford,West,Technology
598,CA-2014-131450,08/08/14,FUR-FU-10001979,327.76,LR-16915,Lena Radford,West,Furniture
599,CA-2016-120180,07/14/16,OFF-SU-10004115,11.632,TP-21130,Theone Pippenger,East,Office Supplies
600,US-2016-100720,07/16/16,TEC-PH-10001425,143.982,CK-12205,Chloris Kastensmidt,East,Technology
601,US-2016-100720,07/16/16,TEC-PH-10003963,494.376,CK-12205,Chloris Kastensmidt,East,Technology
602,US-2016-100720,07/16/16,OFF-SU-10001574,5.84,CK-12205,Chloris Kastensmidt,East,Office Supplies
603,CA-2014-149958,03/15/14,OFF-ST-10001490,142.776,AS-10240,Alan Shonely,South,Office Supplies
604,CA-2014-149958,03/15/14,FUR-FU-10001756,45.696,AS-10240,Alan Shonely,South,Furniture
605,CA-2014-149958,03/15/14,OFF-BI-10000773,7.218,AS-10240,Alan Shonely,South,Office Supplies
606,CA-2014-149958,03/15/14,OFF-BI-10001543,43.188,AS-10240,Alan Shonely,South,Office Supplies
607,CA-2014-149958,03/15/14,OFF-PA-10002120,131.904,AS-10240,Alan Shonely,South,Office Supplies
608,US-2014-105767,05/23/14,OFF-BI-10000848,3.282,AR-10510,Andrew Roberts,East,Office Supplies
609,US-2014-105767,05/23/14,OFF-AR-10001246,21.168,AR-10510,Andrew Roberts,East,Office Supplies
610,US-2014-105767,05/23/14,TEC-PH-10003092,55.188,AR-10510,Andrew Roberts,East,Technology
611,CA-2016-161816,04/28/16,TEC-PH-10003012,369.576,NB-18655,Nona Balk,Central,Technology
612,CA-2016-161816,04/28/16,OFF-LA-10004345,15.712,NB-18655,Nona Balk,Central,Office Supplies
613,CA-2016-121223,09/11/16,OFF-PA-10001204,8.448,GD-14590,Giulietta Dortch,East,Office Supplies
614,CA-2016-121223,09/11/16,TEC-PH-10004667,728.946,GD-14590,Giulietta Dortch,East,Technology
615,CA-2017-138611,11/14/17,TEC-PH-10000011,119.94,CK-12595,Clytie Kelty,East,Technology
616,CA-2017-138611,11/14/17,OFF-BI-10002949,3.648,CK-12595,Clytie Kelty,East,Office Supplies
617,CA-2017-117947,08/18/17,FUR-FU-10003849,40.48,NG-18355,Nat Gilpin,East,Furniture
618,CA-2017-117947,08/18/17,FUR-FU-10000010,9.94,NG-18355,Nat Gilpin,East,Furniture
619,CA-2017-117947,08/18/17,OFF-BI-10002824,107.424,NG-18355,Nat Gilpin,East,Office Supplies
620,CA-2017-117947,08/18/17,TEC-PH-10002538,37.91,NG-18355,Nat Gilpin,East,Technology
621,CA-2017-117947,08/18/17,FUR-FU-10000521,88.02,NG-18355,Nat Gilpin,East,Furniture
622,US-2014-111171,12/26/14,OFF-BI-10002103,8.69,CA-12265,Christina Anderson,Central,Office Supplies
623,CA-2015-138009,11/29/15,FUR-CH-10004853,301.96,SF-20965,Sylvia Foulston,Central,Furniture
624,CA-2015-138009,11/29/15,OFF-AP-10000179,555.21,SF-20965,Sylvia Foulston,Central,Office Supplies
625,CA-2015-138009,11/29/15,OFF-ST-10001272,523.48,SF-20965,Sylvia Foulston,Central,Office Supplies
626,CA-2015-138009,11/29/15,OFF-AR-10004042,161.82,SF-20965,Sylvia Foulston,Central,Office Supplies
627,CA-2017-163020,09/15/17,FUR-FU-10000221,35.56,MO-17800,Meg O'Connel,East,Furniture
628,CA-2017-153787,05/19/17,OFF-AP-10001563,97.16,AT-10735,Annie Thurman,West,Office Supplies
629,CA-2017-133431,12/17/17,OFF-BI-10000605,15.24,LC-17140,Logan Currie,West,Office Supplies
630,CA-2017-133431,12/17/17,OFF-PA-10002615,13.23,LC-17140,Logan Currie,West,Office Supplies
631,US-2016-135720,12/11/16,OFF-ST-10001963,243.384,FM-14380,Fred McMath,West,Office Supplies
632,US-2016-135720,12/11/16,TEC-AC-10001267,119.8,FM-14380,Fred McMath,West,Technology
633,US-2016-135720,12/11/16,TEC-PH-10002103,300.768,FM-14380,Fred McMath,West,Technology
634,CA-2017-144694,09/24/17,TEC-AC-10002857,17.88,BD-11605,Brian Dahlen,South,Technology
635,CA-2017-144694,09/24/17,OFF-LA-10003930,235.944,BD-11605,Brian Dahlen,South,Office Supplies
636,CA-2015-168004,10/04/15,FUR-CH-10001482,392.94,DJ-13420,Denny Joy,South,Furniture
637,US-2016-123470,08/15/16,OFF-BI-10001989,18.882,ME-17725,Max Engle,West,Office Supplies
638,US-2016-123470,08/15/16,OFF-AP-10003287,122.328,ME-17725,Max Engle,West,Office Supplies
639,CA-2016-115917,05/20/16,FUR-FU-10000576,1049.2,RB-19465,Rick Bensley,West,Furniture
640,CA-2016-115917,05/20/16,OFF-BI-10004728,15.424,RB-19465,Rick Bensley,West,Office Supplies
641,CA-2016-147067,12/18/16,FUR-FU-10000732,18.84,JD-16150,Justin Deggeller,Central,Furniture
642,CA-2017-167913,07/30/17,OFF-ST-10000585,330.4,JL-15835,John Lee,West,Office Supplies
643,CA-2017-167913,07/30/17,OFF-LA-10002787,26.25,JL-15835,John Lee,West,Office Supplies
644,CA-2017-106103,06/10/17,TEC-AC-10003832,132.52,SC-20305,Sean Christensen,Central,Technology
645,US-2017-127719,07/21/17,OFF-PA-10001934,6.48,TW-21025,Tamara Willingham,East,Office Supplies
646,CA-2017-126221,12/30/17,OFF-AP-10002457,209.3,CC-12430,Chuck Clark,Central,Office Supplies
647,CA-2016-103947,04/01/16,OFF-FA-10003112,31.56,BB-10990,Barry Blumstein,West,Office Supplies
648,CA-2016-103947,04/01/16,OFF-AP-10002350,30.144,BB-10990,Barry Blumstein,West,Office Supplies
649,CA-2016-160745,12/11/16,FUR-FU-10001935,14.8,AR-10825,Anthony Rawles,West,Furniture
650,CA-2016-160745,12/11/16,TEC-PH-10003273,302.376,AR-10825,Anthony Rawles,West,Technology
651,CA-2016-160745,12/11/16,TEC-AC-10001142,316,AR-10825,Anthony Rawles,West,Technology
652,CA-2016-132661,10/23/16,OFF-PA-10000482,379.4,SR-20740,Steven Roelle,East,Office Supplies
653,CA-2017-140844,06/19/17,OFF-PA-10003892,97.82,AR-10405,Allen Rosenblatt,East,Office Supplies
654,CA-2017-140844,06/19/17,TEC-AC-10001101,103.12,AR-10405,Allen Rosenblatt,East,Technology
655,CA-2016-137239,08/22/16,OFF-AP-10002439,113.552,CR-12730,Craig Reiter,East,Office Supplies
656,CA-2016-137239,08/22/16,OFF-BI-10002827,3.318,CR-12730,Craig Reiter,East,Office Supplies
657,CA-2016-137239,08/22/16,OFF-EN-10002230,134.288,CR-12730,Craig Reiter,East,Office Supplies
658,US-2016-156097,09/19/16,FUR-CH-10001215,701.372,EH-14125,Eugene Hildebrand,Central,Furniture
659,US-2016-156097,09/19/16,OFF-BI-10004654,2.308,EH-14125,Eugene Hildebrand,Central,Office Supplies
660,CA-2015-146563,08/24/15,OFF-ST-10001490,999.432,CB-12025,Cassandra Brandow,Central,Office Supplies
661,CA-2015-146563,08/24/15,OFF-ST-10001511,724.08,CB-12025,Cassandra Brandow,Central,Office Supplies
662,CA-2015-146563,08/24/15,FUR-TA-10001768,918.785,CB-12025,Cassandra Brandow,Central,Furniture
663,CA-2015-146563,08/24/15,OFF-BI-10003981,2.724,CB-12025,Cassandra Brandow,Central,Office Supplies
664,CA-2016-123666,03/26/16,OFF-ST-10001522,459.95,SP-20545,Sibella Parks,East,Office Supplies
665,CA-2016-143308,11/04/16,OFF-FA-10000621,10.74,RC-19825,Roy Collins,South,Office Supplies
666,CA-2017-132682,06/08/17,OFF-SU-10004231,23.76,TH-21235,Tiffany House,Central,Office Supplies
667,CA-2017-132682,06/08/17,OFF-PA-10000474,85.056,TH-21235,Tiffany House,Central,Office Supplies
668,CA-2017-132682,06/08/17,TEC-PH-10004042,381.576,TH-21235,Tiffany House,Central,Technology
669,CA-2014-156314,12/24/14,FUR-FU-10003096,30.36,RP-19390,Resi Pölking,East,Furniture
670,US-2017-106663,06/09/17,FUR-FU-10002759,23.976,MO-17800,Meg O'Connel,Central,Furniture
671,US-2017-106663,06/09/17,FUR-TA-10000688,108.925,MO-17800,Meg O'Connel,Central,Furniture
672,US-2017-106663,06/09/17,OFF-PA-10002377,36.352,MO-17800,Meg O'Connel,Central,Office Supplies
673,CA-2017-111178,06/15/17,OFF-AR-10001954,19.56,TD-20995,Tamara Dahlen,Central,Office Supplies
674,CA-2017-130351,12/05/17,OFF-AP-10004532,61.44,RB-19570,Rob Beeghly,Central,Office Supplies
675,CA-2017-130351,12/05/17,OFF-PA-10002137,38.9,RB-19570,Rob Beeghly,Central,Office Supplies
676,CA-2017-130351,12/05/17,TEC-AC-10003832,99.39,RB-19570,Rob Beeghly,Central,Technology
677,US-2017-119438,03/18/17,OFF-AP-10000804,2.688,CD-11980,Carol Darley,Central,Office Supplies
678,US-2017-119438,03/18/17,TEC-AC-10003614,27.816,CD-11980,Carol Darley,Central,Technology
679,US-2017-119438,03/18/17,FUR-FU-10003553,82.524,CD-11980,Carol Darley,Central,Furniture
680,US-2017-119438,03/18/17,OFF-BI-10004632,182.994,CD-11980,Carol Darley,Central,Office Supplies
681,CA-2016-164511,11/19/16,OFF-BI-10003305,14.352,DJ-13630,Doug Jacobs,East,Office Supplies
682,CA-2016-164511,11/19/16,OFF-ST-10002583,64.96,DJ-13630,Doug Jacobs,East,Office Supplies
683,CA-2016-164511,11/19/16,OFF-ST-10004507,68.6,DJ-13630,Doug Jacobs,East,Office Supplies
684,US-2017-168116,11/04/17,TEC-MA-10004125,7999.98,GT-14635,Grant Thornton,South,Technology
685,US-2017-168116,11/04/17,OFF-AP-10002457,167.44,GT-14635,Grant Thornton,South,Office Supplies
686,CA-2014-157784,07/05/14,TEC-AC-10003911,479.97,MC-17845,Michael Chen,South,Technology
687,CA-2014-157784,07/05/14,OFF-LA-10001934,14.62,MC-17845,Michael Chen,South,Office Supplies
688,CA-2014-157784,07/05/14,OFF-PA-10000304,19.44,MC-17845,Michael Chen,South,Office Supplies
689,CA-2017-161480,12/25/17,FUR-BO-10004015,191.984,RA-19285,Ralph Arnett,East,Furniture
690,US-2014-117135,06/21/14,FUR-FU-10004071,104.01,NP-18325,Naresj Patel,South,Furniture
691,US-2014-117135,06/21/14,TEC-PH-10002033,284.82,NP-18325,Naresj Patel,South,Technology
692,US-2014-117135,06/21/14,OFF-ST-10002444,36.84,NP-18325,Naresj Patel,South,Office Supplies
693,CA-2015-131534,03/28/15,TEC-AC-10002253,166.24,AB-10165,Alan Barnes,West,Technology
694,CA-2015-131534,03/28/15,OFF-PA-10000743,33.4,AB-10165,Alan Barnes,West,Office Supplies
695,CA-2015-119291,05/14/15,OFF-AR-10003373,198.272,JO-15550,Jesus Ocampo,East,Office Supplies
696,CA-2015-119291,05/14/15,OFF-LA-10002312,47.36,JO-15550,Jesus Ocampo,East,Office Supplies
697,CA-2015-119291,05/14/15,OFF-EN-10000927,200.984,JO-15550,Jesus Ocampo,East,Office Supplies
698,CA-2015-119291,05/14/15,OFF-LA-10003510,97.696,JO-15550,Jesus Ocampo,East,Office Supplies
699,CA-2015-119291,05/14/15,OFF-AR-10001118,2.696,JO-15550,Jesus Ocampo,East,Office Supplies
700,CA-2015-119291,05/14/15,OFF-BI-10001575,18.588,JO-15550,Jesus Ocampo,East,Office Supplies
701,CA-2015-119291,05/14/15,OFF-BI-10001982,4.896,JO-15550,Jesus Ocampo,East,Office Supplies
702,CA-2017-114552,09/02/17,FUR-FU-10002960,15.072,Dl-13600,Dorris liebe,East,Furniture
703,CA-2016-163755,11/04/16,FUR-FU-10003394,209.88,AS-10285,Alejandro Savely,West,Furniture
704,CA-2015-142027,04/09/15,FUR-TA-10002774,369.912,JK-15370,Jay Kimmel,West,Furniture
705,CA-2014-138527,09/12/14,OFF-PA-10001800,10.368,BN-11470,Brad Norvell,South,Office Supplies
706,CA-2014-138527,09/12/14,OFF-AP-10001469,166.84,BN-11470,Brad Norvell,South,Office Supplies
707,CA-2014-138527,09/12/14,TEC-AC-10002399,15.216,BN-11470,Brad Norvell,South,Technology
708,CA-2014-112158,12/02/14,TEC-AC-10003628,119.96,DP-13165,David Philippe,East,Technology
709,CA-2014-112158,12/02/14,FUR-BO-10003272,883.92,DP-13165,David Philippe,East,Furniture
710,CA-2014-112158,12/02/14,OFF-BI-10000050,46.72,DP-13165,David Philippe,East,Office Supplies
711,CA-2014-113887,04/05/14,OFF-PA-10004071,55.48,TH-21550,Tracy Hopkins,East,Office Supplies
712,CA-2017-146136,09/03/17,OFF-EN-10001219,24.448,AP-10915,Arthur Prichep,South,Office Supplies
713,US-2017-100048,05/19/17,OFF-AP-10001154,281.34,RS-19765,Roland Schwarz,East,Office Supplies
714,US-2017-100048,05/19/17,TEC-PH-10003012,307.98,RS-19765,Roland Schwarz,East,Technology
715,US-2017-100048,05/19/17,TEC-AC-10001606,299.97,RS-19765,Roland Schwarz,East,Technology
716,CA-2014-153150,07/01/14,OFF-BI-10003355,19.92,Dl-13600,Dorris liebe,West,Office Supplies
717,CA-2014-130092,01/11/14,FUR-FU-10000010,9.94,SV-20365,Seth Vernon,East,Furniture
718,CA-2017-108910,09/24/17,FUR-FU-10002253,103.056,KC-16540,Kelly Collister,East,Furniture
719,CA-2014-104472,06/02/14,OFF-BI-10001658,59.808,CK-12325,Christine Kargatis,West,Office Supplies
720,CA-2014-104472,06/02/14,FUR-FU-10000246,73.32,CK-12325,Christine Kargatis,West,Furniture
721,CA-2016-112942,02/13/16,OFF-PA-10004092,146.82,RD-19810,Ross DeVincentis,West,Office Supplies
722,CA-2016-142335,12/15/16,FUR-TA-10000198,1652.94,MP-17965,Michael Paige,Central,Furniture
723,CA-2016-142335,12/15/16,OFF-ST-10000036,296.37,MP-17965,Michael Paige,Central,Office Supplies
724,CA-2014-117429,10/07/14,FUR-FU-10000222,129.92,MR-17545,Mathew Reese,East,Furniture
725,CA-2016-114713,07/07/16,OFF-SU-10004664,45.584,SC-20695,Steve Chapman,South,Office Supplies
726,CA-2017-144113,09/16/17,OFF-EN-10001141,17.568,JF-15355,Jay Fein,Central,Office Supplies
727,CA-2017-144113,09/16/17,TEC-PH-10002170,55.992,JF-15355,Jay Fein,Central,Technology
728,US-2016-150861,12/03/16,OFF-PA-10001954,182.72,EG-13900,Emily Grady,East,Office Supplies
729,US-2016-150861,12/03/16,FUR-TA-10002228,400.032,EG-13900,Emily Grady,East,Furniture
730,US-2016-150861,12/03/16,OFF-ST-10004634,33.63,EG-13900,Emily Grady,East,Office Supplies
731,US-2016-150861,12/03/16,FUR-CH-10002965,542.646,EG-13900,Emily Grady,East,Furniture
732,US-2016-150861,12/03/16,OFF-LA-10001317,6.3,EG-13900,Emily Grady,East,Office Supplies
733,CA-2017-131954,01/21/17,OFF-ST-10000736,242.94,DS-13030,Darrin Sayre,West,Office Supplies
734,CA-2017-131954,01/21/17,TEC-AC-10003610,179.97,DS-13030,Darrin Sayre,West,Technology
735,CA-2017-131954,01/21/17,OFF-BI-10003982,99.696,DS-13030,Darrin Sayre,West,Office Supplies
